大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
1006	中國文化大學	620702	土地資源學系	D 日	B 學士	219	7	59	30 臺北市	1 一般
1006	中國文化大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	B 學士	230	7	48	30 臺北市	1 一般
1006	中國文化大學	720504	保健營養(技術)學系	D 日	B 學士	261	7	65	30 臺北市	1 一般
1006	中國文化大學	760304	社會福利學系	D 日	B 學士	493	12	109	30 臺北市	1 一般
1006	中國文化大學	760405	青少年兒童福利學系	N 職	M 碩士	55	2	23	30 臺北市	1 一般
1006	中國文化大學	810202	觀光事業(管理)學系	D 日	B 學士	574	12	133	30 臺北市	1 一般
1006	中國文化大學	810202	觀光事業(管理)學系	N 職	M 碩士	38	1	30	30 臺北市	1 一般
1006	中國文化大學	810313	技擊運動暨國術學系	D 日	B 學士	174	9	41	30 臺北市	1 一般
1006	中國文化大學	810405	運動(與)健康(促進)系	D 日	B 學士	228	9	25	30 臺北市	1 一般
1006	中國文化大學	810508	休閒(事業)管理學系	P 進	B 學士	228	1	63	30 臺北市	1 一般
1006	中國文化大學	810602	生活(應用)科學學系	D 日	B 學士	263	8	61	30 臺北市	1 一般
1006	中國文化大學	810602	生活(應用)科學學系	N 職	M 碩士	56	1	23	30 臺北市	1 一般
1007	逢甲大學	220201	(中)國(語)文學系	D 日	B 學士	256	17	59	19 臺中市	1 一般
1007	逢甲大學	220301	外國語文學系	D 日	B 學士	435	15	103	19 臺中市	1 一般
1007	逢甲大學	230401	室內設計學系	P 進	B 學士	203	0	22	19 臺中市	1 一般
1007	逢甲大學	310101	經濟學系	D 日	B 學士	483	17	117	19 臺中市	1 一般
1007	逢甲大學	310103	合作經濟學系	D 日	B 學士	0	0	58	19 臺中市	1 一般
1007	逢甲大學	310806	公共政策研究所	N 職	M 碩士	89	0	40	19 臺中市	1 一般
1007	逢甲大學	340101	商學系	P 進	B 學士	605	0	105	19 臺中市	1 一般
1007	逢甲大學	340106	(資訊與)電子商務學系	N 職	M 碩士	4	0	21	19 臺中市	1 一般
1007	逢甲大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	786	17	196	19 臺中市	1 一般
1007	逢甲大學	340301	企業管理學系	D 日	B 學士	632	21	168	19 臺中市	1 一般
1007	逢甲大學	340303	經營(與)管理(技術)學系	N 職	M 碩士	344	0	135	19 臺中市	1 一般
1007	逢甲大學	340307	國際企業(與)(管理)學系	D 日	B 學士	238	0	73	19 臺中市	1 一般
1007	逢甲大學	340310	國際(經營)(專業)管理學位學程(含IMBA)	D 日	M 碩士	23	0	37	19 臺中市	1 一般
1007	逢甲大學	340401	國際貿易(暨商務)(營運)學系	D 日	B 學士	0	0	201	19 臺中市	1 一般
1007	逢甲大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	746	16	178	19 臺中市	1 一般
1007	逢甲大學	340505	金融學系	N 職	M 碩士	51	0	24	19 臺中市	1 一般
1007	逢甲大學	340601	風險管理(與保險)學系	D 日	B 學士	444	14	112	19 臺中市	1 一般
1007	逢甲大學	340703	財稅學系	D 日	B 學士	460	12	119	19 臺中市	1 一般
1007	逢甲大學	340801	行銷(管理)學系	D 日	B 學士	546	12	113	19 臺中市	1 一般
1007	逢甲大學	460102	應用數學系	D 日	B 學士	394	20	82	19 臺中市	1 一般
1007	逢甲大學	460201	統計(科學)(資訊)學系	D 日	B 學士	432	16	98	19 臺中市	1 一般
1007	逢甲大學	520101	電機(與控制)工程學系	D 日	M 碩士	53	0	26	19 臺中市	1 一般
1007	逢甲大學	520101	電機(與控制)工程學系	D 日	B 學士	561	16	149	19 臺中市	1 一般
1007	逢甲大學	520103	(微)電子(工程)學系	D 日	B 學士	504	18	115	19 臺中市	1 一般
1007	逢甲大學	520105	光電(技術)學系	D 日	B 學士	433	18	105	19 臺中市	1 一般
1007	逢甲大學	520114	資訊工程學系	D 日	M 碩士	103	0	37	19 臺中市	1 一般
1007	逢甲大學	520114	資訊工程學系	D 日	B 學士	929	32	170	19 臺中市	1 一般
1007	逢甲大學	520126	(光電與)通訊(工程)學系	D 日	B 學士	452	16	91	19 臺中市	1 一般
1007	逢甲大學	520154	自動控制工程學系	D 日	M 碩士	42	0	24	19 臺中市	1 一般
1007	逢甲大學	520154	自動控制工程學系	D 日	B 學士	497	16	95	19 臺中市	1 一般
1007	逢甲大學	520207	航太與系統工程學系	D 日	B 學士	449	12	100	19 臺中市	1 一般
1007	逢甲大學	520220	機械與電腦(輔助)工程學系	D 日	M 碩士	49	0	28	19 臺中市	1 一般
1007	逢甲大學	520220	機械與電腦(輔助)工程學系	D 日	B 學士	680	21	152	19 臺中市	1 一般
1007	逢甲大學	520301	土木工程學系	D 日	M 碩士	38	0	22	19 臺中市	1 一般
1007	逢甲大學	520301	土木工程學系	D 日	B 學士	458	17	114	19 臺中市	1 一般
1007	逢甲大學	520301	土木工程學系	P 進	B 學士	185	0	29	19 臺中市	1 一般
1007	逢甲大學	520401	化學工程學系	D 日	M 碩士	77	0	31	19 臺中市	1 一般
1007	逢甲大學	520401	化學工程學系	D 日	B 學士	472	15	115	19 臺中市	1 一般
1007	逢甲大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	68	0	44	19 臺中市	1 一般
1007	逢甲大學	520502	材料科學(與)(工程)學系	D 日	B 學士	465	17	103	19 臺中市	1 一般
1007	逢甲大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	48	0	25	19 臺中市	1 一般
1007	逢甲大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	B 學士	417	16	147	19 臺中市	1 一般
1007	逢甲大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	N 職	M 碩士	72	0	23	19 臺中市	1 一般
1007	逢甲大學	520704	纖維與複合材料學系	D 日	M 碩士	52	0	24	19 臺中市	1 一般
1007	逢甲大學	520704	纖維與複合材料學系	D 日	B 學士	419	13	111	19 臺中市	1 一般
1007	逢甲大學	520903	環境工程與科學學系	D 日	M 碩士	50	0	21	19 臺中市	1 一般
1007	逢甲大學	520903	環境工程與科學學系	D 日	B 學士	399	16	101	19 臺中市	1 一般
1007	逢甲大學	521004	水利工程與資源保育學系	D 日	M 碩士	41	0	23	19 臺中市	1 一般
1007	逢甲大學	521004	水利工程與資源保育學系	D 日	B 學士	387	16	97	19 臺中市	1 一般
1007	逢甲大學	580101	建築(工程)學系	D 日	B 學士	480	0	89	19 臺中市	1 一般
1007	逢甲大學	580304	土地管理(與開發)學系	D 日	B 學士	433	13	105	19 臺中市	1 一般
1007	逢甲大學	580308	都市計畫與空間資訊學系	D 日	B 學士	442	14	113	19 臺中市	1 一般
1007	逢甲大學	840102	運輸科技與(物流)管理學系	D 日	B 學士	461	15	106	19 臺中市	1 一般
1008	靜宜大學	220101	臺灣文學系	D 日	B 學士	212	10	50	06 臺中市	1 一般
1008	靜宜大學	220201	(中)國(語)文學系	D 日	B 學士	481	14	90	06 臺中市	1 一般
1008	靜宜大學	220307	英國語文學系	D 日	B 學士	706	16	179	06 臺中市	1 一般
1008	靜宜大學	220318	西班牙語文學系	D 日	B 學士	486	16	99	06 臺中市	1 一般
1008	靜宜大學	220320	日本語文學系	D 日	B 學士	623	19	125	06 臺中市	1 一般
1008	靜宜大學	320101	大眾傳播學系	D 日	B 學士	283	10	66	06 臺中市	1 一般
1008	靜宜大學	320105	資訊傳播(工程)(設計)學系	D 日	B 學士	481	13	83	06 臺中市	1 一般
1008	靜宜大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	26	0	22	06 臺中市	1 一般
1008	靜宜大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	688	17	158	06 臺中市	1 一般
1008	靜宜大學	340301	企業管理學系	D 日	B 學士	706	19	147	06 臺中市	1 一般
1008	靜宜大學	340303	經營(與)管理(技術)學系	P 進	B 學士	10	0	34	06 臺中市	1 一般
1008	靜宜大學	340306	管理(科學)學系	N 職	M 碩士	126	0	45	06 臺中市	1 一般
1008	靜宜大學	340307	國際企業(與)(管理)學系	D 日	M 碩士	55	0	20	06 臺中市	1 一般
1008	靜宜大學	340307	國際企業(與)(管理)學系	D 日	B 學士	725	17	174	06 臺中市	1 一般
1008	靜宜大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	731	18	157	06 臺中市	1 一般
1008	靜宜大學	380101	法律學系	D 日	B 學士	521	14	81	06 臺中市	1 一般
1008	靜宜大學	420207	生態人文學系	D 日	B 學士	214	8	44	06 臺中市	1 一般
1008	靜宜大學	440102	應用化學系	D 日	B 學士	420	15	92	06 臺中市	1 一般
1008	靜宜大學	460201	統計(科學)(資訊)學系	D 日	B 學士	187	7	49	06 臺中市	1 一般
1008	靜宜大學	469903	財務與計算數學系	D 日	B 學士	389	14	79	06 臺中市	1 一般
1008	靜宜大學	480109	資訊管理(技術)學系	D 日	B 學士	456	15	97	06 臺中市	1 一般
1008	靜宜大學	520114	資訊工程學系	D 日	B 學士	439	15	98	06 臺中市	1 一般
1008	靜宜大學	720501	食品營養(科學)系	D 日	M 碩士	47	0	23	06 臺中市	1 一般
1008	靜宜大學	720501	食品營養(科學)系	D 日	B 學士	490	17	123	06 臺中市	1 一般
1008	靜宜大學	760307	社會工作與兒童少年福利學系	D 日	B 學士	569	13	148	06 臺中市	1 一般
1008	靜宜大學	810202	觀光事業(管理)學系	D 日	B 學士	781	17	178	06 臺中市	1 一般
1008	靜宜大學	810803	化粧品科學系	D 日	B 學士	583	11	126	06 臺中市	1 一般
1009	長庚大學	230303	工業(產品)設計學系	D 日	B 學士	196	11	39	03 桃園市	1 一般
1009	長庚大學	340302	工商管理學系	D 日	B 學士	223	12	43	03 桃園市	1 一般
1009	長庚大學	340901	醫務管理學系	D 日	B 學士	194	10	48	03 桃園市	1 一般
1009	長庚大學	349997	商管(專業)學院	D 日	M 碩士	61	4	41	03 桃園市	1 一般
1009	長庚大學	349997	商管(專業)學院	N 職	M 碩士	171	0	83	03 桃園市	1 一般
1009	長庚大學	420503	生物醫學(科學)學系	D 日	D 博士	123	0	25	03 桃園市	1 一般
1009	長庚大學	420503	生物醫學(科學)學系	D 日	M 碩士	148	0	57	03 桃園市	1 一般
1009	長庚大學	420503	生物醫學(科學)學系	D 日	B 學士	383	66	85	03 桃園市	1 一般
1009	長庚大學	480109	資訊管理(技術)學系	D 日	M 碩士	53	0	21	03 桃園市	1 一般
1009	長庚大學	480109	資訊管理(技術)學系	D 日	B 學士	387	15	88	03 桃園市	1 一般
1009	長庚大學	520101	電機(與控制)工程學系	D 日	M 碩士	88	0	35	03 桃園市	1 一般
1009	長庚大學	520101	電機(與控制)工程學系	D 日	B 學士	410	22	88	03 桃園市	1 一般
1009	長庚大學	520103	(微)電子(工程)學系	D 日	M 碩士	57	0	33	03 桃園市	1 一般
1009	長庚大學	520103	(微)電子(工程)學系	D 日	B 學士	405	25	73	03 桃園市	1 一般
1009	長庚大學	520114	資訊工程學系	D 日	M 碩士	44	0	21	03 桃園市	1 一般
1009	長庚大學	520114	資訊工程學系	D 日	B 學士	232	18	43	03 桃園市	1 一般
1009	長庚大學	520201	(動力)機械工程學系	D 日	B 學士	199	13	36	03 桃園市	1 一般
1009	長庚大學	520403	化(學)工(程)與材料工程學系	D 日	M 碩士	100	0	61	03 桃園市	1 一般
1009	長庚大學	520403	化(學)工(程)與材料工程學系	D 日	B 學士	214	18	55	03 桃園市	1 一般
1009	長庚大學	720101	醫學系	D 日	B 學士	740	106	102	03 桃園市	1 一般
1009	長庚大學	720104	中(國)醫學系	D 日	B 學士	413	77	48	03 桃園市	1 一般
1009	長庚大學	720401	物理治療系	D 日	B 學士	188	12	49	03 桃園市	1 一般
1009	長庚大學	720402	職能治療學系	D 日	B 學士	180	16	41	03 桃園市	1 一般
1009	長庚大學	720601	護理學系	D 日	B 學士	407	34	94	03 桃園市	1 一般
1009	長庚大學	720613	呼吸治療學系	D 日	B 學士	173	8	41	03 桃園市	1 一般
1009	長庚大學	720705	醫學生物技術(暨檢驗)學系	D 日	B 學士	226	20	53	03 桃園市	1 一般
1009	長庚大學	720712	(生物)醫學影像暨放射科學學系	D 日	B 學士	152	14	32	03 桃園市	1 一般
1010	元智大學	210709	藝術與(創意)設計學系	D 日	B 學士	244	9	36	03 桃園市	1 一般
1010	元智大學	220201	(中)國(語)文學系	D 日	B 學士	227	9	46	03 桃園市	1 一般
1010	元智大學	220303	應用外語系	D 日	B 學士	263	11	53	03 桃園市	1 一般
1010	元智大學	310306	社會暨政策科學學系	D 日	B 學士	262	10	57	03 桃園市	1 一般
1010	元智大學	310306	社會暨政策科學學系	N 職	M 碩士	81	0	22	03 桃園市	1 一般
1010	元智大學	320105	資訊傳播(工程)(設計)學系	D 日	B 學士	560	14	113	03 桃園市	1 一般
1010	元智大學	340122	財務金融暨會計研究所	D 日	M 碩士	93	0	51	03 桃園市	1 一般
1010	元智大學	340303	經營(與)管理(技術)學系	D 日	M 碩士	134	0	51	03 桃園市	1 一般
1010	元智大學	340306	管理(科學)學系	N 職	M 碩士	265	0	125	03 桃園市	1 一般
1010	元智大學	349999	管理學院(不分系)	D 日	B 學士	"1,843"	66	446	03 桃園市	1 一般
1010	元智大學	480109	資訊管理(技術)學系	D 日	B 學士	503	25	112	03 桃園市	1 一般
1010	元智大學	480109	資訊管理(技術)學系	N 職	M 碩士	79	0	22	03 桃園市	1 一般
1010	元智大學	520101	電機(與控制)工程學系	D 日	M 碩士	98	0	43	03 桃園市	1 一般
1010	元智大學	520101	電機(與控制)工程學系	D 日	B 學士	501	21	120	03 桃園市	1 一般
1010	元智大學	520106	光電(科學與)工程學系	D 日	B 學士	229	11	53	03 桃園市	1 一般
1010	元智大學	520114	資訊工程學系	D 日	M 碩士	125	0	68	03 桃園市	1 一般
1010	元智大學	520114	資訊工程學系	D 日	B 學士	630	23	142	03 桃園市	1 一般
1010	元智大學	520126	(光電與)通訊(工程)學系	D 日	M 碩士	80	0	30	03 桃園市	1 一般
1010	元智大學	520126	(光電與)通訊(工程)學系	D 日	B 學士	477	19	108	03 桃園市	1 一般
1010	元智大學	520201	(動力)機械工程學系	D 日	M 碩士	64	0	26	03 桃園市	1 一般
1010	元智大學	520201	(動力)機械工程學系	D 日	B 學士	523	20	118	03 桃園市	1 一般
1010	元智大學	520404	化學工程與材料科(技)學系	D 日	M 碩士	79	0	43	03 桃園市	1 一般
1010	元智大學	520404	化學工程與材料科(技)學系	D 日	B 學士	509	21	110	03 桃園市	1 一般
1010	元智大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	108	0	24	03 桃園市	1 一般
1010	元智大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	B 學士	476	20	101	03 桃園市	1 一般
1010	元智大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	N 職	M 碩士	89	0	27	03 桃園市	1 一般
1011	中華大學	220301	外國語文學系	D 日	B 學士	333	9	93	18 新竹市	1 一般
1011	中華大學	220321	應用日語學系	D 日	B 學士	395	8	88	18 新竹市	1 一般
1011	中華大學	230126	創新設計與管理學位學程	D 日	B 學士	13	0	21	18 新竹市	1 一般
1011	中華大學	230303	工業(產品)設計學系	D 日	B 學士	272	7	24	18 新竹市	1 一般
1011	中華大學	310804	行政管理(暨政策)學系	D 日	M 碩士	38	0	22	18 新竹市	1 一般
1011	中華大學	310804	行政管理(暨政策)學系	D 日	B 學士	180	9	43	18 新竹市	1 一般
1011	中華大學	310804	行政管理(暨政策)學系	N 職	M 碩士	38	0	27	18 新竹市	1 一般
1011	中華大學	340301	企業管理學系	D 日	M 碩士	76	0	34	18 新竹市	1 一般
1011	中華大學	340301	企業管理學系	D 日	B 學士	337	17	93	18 新竹市	1 一般
1011	中華大學	340301	企業管理學系	N 職	M 碩士	28	0	25	18 新竹市	1 一般
1011	中華大學	340301	企業管理學系	N 修	C 二技	80	0	46	18 新竹市	2 技職
1011	中華大學	340307	國際企業(與)(管理)學系	D 日	B 學士	169	7	46	18 新竹市	1 一般
1011	中華大學	340504	(應用)財務(金融)管理學系	D 日	B 學士	364	11	47	18 新竹市	1 一般
1011	中華大學	340519	國際金融(管理)學位學程	D 日	B 學士	6	0	25	18 新竹市	1 一般
1011	中華大學	349901	(商務)科技管理系	D 日	M 碩士	98	0	90	18 新竹市	1 一般
1011	中華大學	349901	(商務)科技管理系	D 日	B 學士	154	11	49	18 新竹市	1 一般
1011	中華大學	349901	(商務)科技管理系	N 職	M 碩士	70	0	24	18 新竹市	1 一般
1011	中華大學	349901	(商務)科技管理系	N 修	C 二技	68	0	46	18 新竹市	2 技職
1011	中華大學	349906	工業管理(與經營資訊)學系	D 日	M 碩士	75	0	56	18 新竹市	1 一般
1011	中華大學	349906	工業管理(與經營資訊)學系	D 日	B 學士	155	10	50	18 新竹市	1 一般
1011	中華大學	349906	工業管理(與經營資訊)學系	N 修	C 二技	57	0	23	18 新竹市	2 技職
1011	中華大學	349927	營建管理學系	D 日	B 學士	139	7	37	18 新竹市	1 一般
1011	中華大學	420610	生物資訊學系	D 日	B 學士	163	9	38	18 新竹市	1 一般
1011	中華大學	460203	應用統計(資訊)學系	D 日	B 學士	5	0	23	18 新竹市	1 一般
1011	中華大學	480109	資訊管理(技術)學系	D 日	M 碩士	45	0	33	18 新竹市	1 一般
1011	中華大學	480109	資訊管理(技術)學系	D 日	B 學士	366	12	103	18 新竹市	1 一般
1011	中華大學	480109	資訊管理(技術)學系	N 職	M 碩士	23	0	25	18 新竹市	1 一般
1011	中華大學	520101	電機(與控制)工程學系	D 日	M 碩士	54	0	31	18 新竹市	1 一般
1011	中華大學	520101	電機(與控制)工程學系	D 日	B 學士	363	15	69	18 新竹市	1 一般
1011	中華大學	520103	(微)電子(工程)學系	D 日	B 學士	187	10	56	18 新竹市	1 一般
1011	中華大學	520114	資訊工程學系	D 日	B 學士	398	18	80	18 新竹市	1 一般
1011	中華大學	520201	(動力)機械工程學系	D 日	B 學士	216	13	20	18 新竹市	1 一般
1011	中華大學	520231	光機電暨材料學系	D 日	B 學士	147	0	21	18 新竹市	1 一般
1011	中華大學	520301	土木工程學系	D 日	B 學士	177	11	34	18 新竹市	1 一般
1011	中華大學	580109	建築(與)都市計劃學系	D 日	B 學士	452	11	69	18 新竹市	1 一般
1011	中華大學	580202	景觀建築(與)(管理)學系	D 日	B 學士	173	7	50	18 新竹市	1 一般
1011	中華大學	810102	餐旅(行銷)(暨遊憩)管理學系	D 日	B 學士	420	10	115	18 新竹市	1 一般
1011	中華大學	810210	休閒(與)遊憩(規劃)(與)(事業)管理學系	D 日	B 學士	343	8	100	18 新竹市	1 一般
1011	中華大學	810222	觀光與會(議)展(覽)學系	D 日	B 學士	198	7	50	18 新竹市	1 一般
1011	中華大學	840102	運輸科技與(物流)管理學系	D 日	M 碩士	32	0	36	18 新竹市	1 一般
1011	中華大學	840102	運輸科技與(物流)管理學系	D 日	B 學士	211	10	58	18 新竹市	1 一般
1012	大葉大學	140106	教育專業發展研究所	D 日	M 碩士	51	6	20	07 彰化縣	1 一般
1012	大葉大學	140106	教育專業發展研究所	N 職	M 碩士	48	0	20	07 彰化縣	1 一般
1012	大葉大學	210606	造形藝術學系	D 日	B 學士	468	13	98	07 彰化縣	1 一般
1012	大葉大學	220308	英語學系	D 日	B 學士	210	9	48	07 彰化縣	1 一般
1012	大葉大學	220321	應用日語學系	D 日	B 學士	479	10	96	07 彰化縣	1 一般
1012	大葉大學	220327	歐洲語文學系	D 日	B 學士	62	5	25	07 彰化縣	1 一般
1012	大葉大學	230201	視覺(傳達)設計學系	D 日	B 學士	459	10	118	07 彰化縣	1 一般
1012	大葉大學	230303	工業(產品)設計學系	D 日	B 學士	483	11	97	07 彰化縣	1 一般
1012	大葉大學	230402	空間設計學系	D 日	B 學士	450	11	74	07 彰化縣	1 一般
1012	大葉大學	239999	設計(暨藝術)學院(不分系)	D 日	M 碩士	66	0	23	07 彰化縣	1 一般
1012	大葉大學	239999	設計(暨藝術)學院(不分系)	N 職	M 碩士	26	0	20	07 彰化縣	1 一般
1012	大葉大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	200	6	41	07 彰化縣	1 一般
1012	大葉大學	340301	企業管理學系	D 日	M 碩士	68	0	21	07 彰化縣	1 一般
1012	大葉大學	340301	企業管理學系	D 日	B 學士	349	13	91	07 彰化縣	1 一般
1012	大葉大學	340301	企業管理學系	N 職	M 碩士	31	0	35	07 彰化縣	1 一般
1012	大葉大學	340301	企業管理學系	P 進	B 學士	135	0	28	07 彰化縣	1 一般
1012	大葉大學	340307	國際企業(與)(管理)學系	D 日	M 碩士	27	0	24	07 彰化縣	1 一般
1012	大葉大學	340307	國際企業(與)(管理)學系	D 日	B 學士	254	9	71	07 彰化縣	1 一般
1012	大葉大學	340307	國際企業(與)(管理)學系	N 職	M 碩士	28	0	40	07 彰化縣	1 一般
1012	大葉大學	340307	國際企業(與)(管理)學系	P 進	B 學士	3	0	33	07 彰化縣	1 一般
1012	大葉大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	301	7	56	07 彰化縣	1 一般
1012	大葉大學	349921	人力資源暨公共關係學系	D 日	B 學士	179	8	50	07 彰化縣	1 一般
1012	大葉大學	349921	人力資源暨公共關係學系	N 職	M 碩士	36	0	41	07 彰化縣	1 一般
1012	大葉大學	349999	管理學院(不分系)	N 職	M 碩士	88	0	93	07 彰化縣	1 一般
1012	大葉大學	420306	生物產業科技學系	D 日	B 學士	286	11	90	07 彰化縣	1 一般
1012	大葉大學	420307	生物資源(與科技)(技術)學系	D 日	B 學士	188	7	44	07 彰化縣	1 一般
1012	大葉大學	420314	分子生物(科技)學系	D 日	B 學士	188	10	44	07 彰化縣	1 一般
1012	大葉大學	480109	資訊管理(技術)學系	D 日	B 學士	191	7	53	07 彰化縣	1 一般
1012	大葉大學	480109	資訊管理(技術)學系	N 職	M 碩士	19	0	20	07 彰化縣	1 一般
1012	大葉大學	480524	多媒體數位內容學位學程	D 日	B 學士	309	7	47	07 彰化縣	1 一般
1012	大葉大學	520101	電機(與控制)工程學系	D 日	M 碩士	44	0	20	07 彰化縣	1 一般
1012	大葉大學	520101	電機(與控制)工程學系	D 日	B 學士	264	11	118	07 彰化縣	1 一般
1012	大葉大學	520114	資訊工程學系	D 日	B 學士	215	9	55	07 彰化縣	1 一般
1012	大葉大學	520219	機械與自動化工程學系	D 日	B 學士	392	17	99	07 彰化縣	1 一般
1012	大葉大學	520502	材料科學(與)(工程)學系	D 日	B 學士	156	8	38	07 彰化縣	1 一般
1012	大葉大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	40	0	21	07 彰化縣	1 一般
1012	大葉大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	B 學士	101	9	34	07 彰化縣	1 一般
1012	大葉大學	520901	環境工程學系	D 日	M 碩士	35	0	23	07 彰化縣	1 一般
1012	大葉大學	520901	環境工程學系	D 日	B 學士	174	10	48	07 彰化縣	1 一般
1012	大葉大學	720317	藥用植物與保健學系	D 日	B 學士	279	12	73	07 彰化縣	1 一般
1012	大葉大學	810102	餐旅(行銷)(暨遊憩)管理學系	D 日	B 學士	308	10	36	07 彰化縣	1 一般
1012	大葉大學	810242	觀光旅遊(管理)系	D 日	B 學士	225	7	41	07 彰化縣	1 一般
1012	大葉大學	810508	休閒(事業)管理學系	D 日	M 碩士	28	0	20	07 彰化縣	1 一般
1012	大葉大學	810508	休閒(事業)管理學系	D 日	B 學士	339	12	88	07 彰化縣	1 一般
1012	大葉大學	810508	休閒(事業)管理學系	N 職	M 碩士	39	0	42	07 彰化縣	1 一般
1012	大葉大學	810508	休閒(事業)管理學系	P 進	B 學士	107	0	36	07 彰化縣	1 一般
1012	大葉大學	810537	運動健康管理學系	D 日	M 碩士	43	0	25	07 彰化縣	1 一般
1012	大葉大學	810537	運動健康管理學系	D 日	B 學士	192	8	40	07 彰化縣	1 一般
1012	大葉大學	810537	運動健康管理學系	N 職	M 碩士	35	0	31	07 彰化縣	1 一般
1013	華梵大學	210107	美術與文創學系	D 日	B 學士	322	9	45	01 新北市	1 一般
1013	華梵大學	220201	(中)國(語)文學系	D 日	B 學士	137	9	44	01 新北市	1 一般
1013	華梵大學	220301	外國語文學系	D 日	B 學士	258	12	76	01 新北市	1 一般
1013	華梵大學	230303	工業(產品)設計學系	D 日	B 學士	377	10	82	01 新北市	1 一般
1013	華梵大學	310716	東方人文思想研究所	N 職	M 碩士	37	1	20	01 新北市	1 一般
1013	華梵大學	480109	資訊管理(技術)學系	D 日	B 學士	195	10	61	01 新北市	1 一般
1013	華梵大學	480109	資訊管理(技術)學系	N 職	M 碩士	45	0	23	01 新北市	1 一般
1013	華梵大學	520103	(微)電子(工程)學系	D 日	B 學士	100	8	39	01 新北市	1 一般
1013	華梵大學	520226	(機械與)機電工程學系	D 日	B 學士	138	9	35	01 新北市	1 一般
1013	華梵大學	520602	工業工程與經營資訊學系	D 日	B 學士	206	10	61	01 新北市	1 一般
1013	華梵大學	580101	建築(工程)學系	D 日	B 學士	182	7	31	01 新北市	1 一般
1013	華梵大學	850205	環境與防災設計學系	D 日	B 學士	193	7	46	01 新北市	1 一般
1014	義守大學	210615	電影與電視學系	D 日	B 學士	294	7	29	12 高雄市	1 一般
1014	義守大學	220312	應用英語學系	D 日	B 學士	462	18	105	12 高雄市	1 一般
1014	義守大學	220321	應用日語學系	D 日	B 學士	292	10	72	12 高雄市	1 一般
1014	義守大學	220321	應用日語學系	P 進	B 學士	108	0	44	12 高雄市	1 一般
1014	義守大學	230203	(數位)(多)媒體(創意)設計學系	D 日	B 學士	236	7	48	12 高雄市	1 一般
1014	義守大學	230309	創意商品設計學系	D 日	B 學士	253	7	42	12 高雄市	1 一般
1014	義守大學	310807	公共政策與管理學系	D 日	B 學士	203	9	50	12 高雄市	1 一般
1014	義守大學	320101	大眾傳播學系	D 日	B 學士	373	10	97	12 高雄市	1 一般
1014	義守大學	320101	大眾傳播學系	P 進	B 學士	106	0	66	12 高雄市	1 一般
1014	義守大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	215	8	51	12 高雄市	1 一般
1014	義守大學	340301	企業管理學系	D 日	B 學士	475	15	117	12 高雄市	1 一般
1014	義守大學	340301	企業管理學系	N 職	M 碩士	23	0	26	12 高雄市	1 一般
1014	義守大學	340301	企業管理學系	P 進	B 學士	104	0	30	12 高雄市	1 一般
1014	義守大學	340306	管理(科學)學系	D 日	M 碩士	80	0	20	12 高雄市	1 一般
1014	義守大學	340306	管理(科學)學系	N 職	M 碩士	140	0	48	12 高雄市	1 一般
1014	義守大學	340309	國際企業經營系	D 日	B 學士	224	9	45	12 高雄市	1 一般
1014	義守大學	340403	國際商務學系	D 日	B 學士	399	10	102	12 高雄市	1 一般
1014	義守大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	460	13	114	12 高雄市	1 一般
1014	義守大學	340501	(計量)(數量)財務金融學系	P 進	B 學士	63	0	20	12 高雄市	1 一般
1014	義守大學	340516	國際財務金融學系	D 日	B 學士	122	8	23	12 高雄市	1 一般
1014	義守大學	340901	醫務管理學系	D 日	B 學士	398	10	94	12 高雄市	1 一般
1014	義守大學	340901	醫務管理學系	N 職	M 碩士	50	0	25	12 高雄市	1 一般
1014	義守大學	349906	工業管理(與經營資訊)學系	D 日	B 學士	292	13	81	12 高雄市	1 一般
1014	義守大學	349906	工業管理(與經營資訊)學系	P 進	B 學士	44	0	22	12 高雄市	1 一般
1014	義守大學	420302	(自然)生物科技學系	D 日	B 學士	229	9	56	12 高雄市	1 一般
